Ticker,Name,Country,Financial Currency,Sector Key,Industry Key,Market Cap,Market Cap History,Stock Price,Dividends,Current Asset,Non Current Asset,Total Liabilities,Net Income,ROIC,Final Value,Margin
000240.KS,"Hankook & Company Co., Ltd.",South Korea,KRW,N/A,N/A,1438767906816,"[1438767906816, 1286271743680.0, 1335525153600.0, 1865946491200.0]","[15190.0, 13580.0, 14100.0, 19700.0]","[0.0, 0.0, 0.0, 0.0]","[719088877690.0, 531357795700.0, 630341081660.0, 598850092550.0]","[3921907084000.0, 3770460880080.0, 3450888672980.0, 3193601014620.0]","[624304502330.0, 445377543900.0, 345760552270.0, 291952509950.0]","[187234321150.0, 166028417710.0, 197161540680.0, 135610397000.0]","[0.04620819089073987, 0.041437575210186296, 0.0525633845319561, 0.042864650247642605]",1203261519194.0454,0.8363138442925577
025890.KS,"Hankook Steel Co., Ltd.",South Korea,KRW,N/A,N/A,24796735488,"[24796735488, 36442842000.0, 39730499000.0, 29087406000.0]","[2225.0, 3270.0, 3565.0, 2610.0]","[0.0, 0.0, 0.0, 0.0]","[15572790290.0, 19844244730.0, 19645632260.0, 13913026280.0]","[28614142580.0, 28200977480.0, 30549147300.0, 32547599790.0]","[11207425090.0, 18273216700.0, 22132881730.0, 16447220090.0]","[2495090200.0, 1721453110.0, -1818818680.0, -1332761450.0]","[0.07541569139034367, NaN, NaN, NaN]",,
161390.KS,"Hankook Tire & Technology Co., Ltd.",South Korea,KRW,N/A,N/A,5471206899712,"[5471206899712, 4446499050000.0, 4257416100000.0, 5946963750000.0]","[44850.0, 36450.0, 34900.0, 48750.0]","[0.0, 0.0, 0.0, 0.0]","[6768077726450.0, 6436304422670.0, 5509241836760.0, 4688230159070.0]","[5995227961900.0, 6145059736320.0, 6185054751260.0, 5970317729570.0]","[3133752512020.0, 3705654911020.0, 3498782297830.0, 3246400366410.0]","[720217649290.0, 690248871520.0, 588191994160.0, 372337205170.0]","[0.07493465803893465, 0.07284922010005386, 0.06550491062820349, 0.04765124972399328]",9298579380340.096,1.699548116308591
008930.KS,"Hanmi Science Co., Ltd.",South Korea,KRW,N/A,N/A,2180381016064,"[2180381016064, 2583277502400.0, 3286105726379.625, 4334613690972.375]","[32200.0, 38150.0, 48529.41015625, 64013.83984375]","[0.0, 0.0, 0.0, 0.0]","[273900397160.0, 245348143570.0, 222559162960.0, 215727154690.0]","[952269649220.0, 864342790600.0, 727335273000.0, 707492394630.0]","[438697577000.0, 384942964390.0, 259599611960.0, 264485903240.0]","[115121512760.0, 69209578700.0, 42941995980.0, 22601096230.0]","[0.12409680314440558, 0.07844436088324946, 0.05971862529065246, 0.03368753301219324]",999784671795.9087,0.45853667979585927
128940.KS,"Hanmi Pharm. Co., Ltd.",South Korea,KRW,N/A,N/A,3927709843456,"[3927709843456, 3807150000000.0, 3769093173390.625, 3988173637250.0]","[309500.0, 300000.0, 297001.15625, 314264.5]","[0.0, 0.0, 0.0, 0.0]","[730623667540.0, 694158250900.0, 703961594240.0, 614373230640.0]","[1168044708420.0, 1230427479920.0, 1232767093050.0, 1267653362750.0]","[798457731810.0, 915359048750.0, 1008469278520.0, 1050137118500.0]","[146231157740.0, 82791735410.0, 67025376130.0, 11959254570.0]","[0.12487214583907755, 0.07835686051897646, 0.06327388851057607, 0.024175667697141454]",1416082614598.961,0.3605364629870283
213500.KS,"Hansol Paper Co., Ltd.",South Korea,KRW,N/A,N/A,270818885632,"[270818885632, 269630046000.0, 323365840000.0, 366164260000.0]","[11390.0, 11340.0, 13600.0, 15400.0]","[0.0, 0.0, 0.0, 0.0]","[866343152030.0, 1007797067270.0, 663677633750.0, 567001879670.0]","[1208064547000.0, 1202218449870.0, 1224155338540.0, 1173432581780.0]","[1350306996740.0, 1467471503690.0, 1208499790520.0, 1105571982970.0]","[1758915750.0, 73818937210.0, 13674902680.0, 59268596920.0]","[0.02208967353918859, 0.05504567805451752, 0.016022407397873053, 0.04605961501397081]",-474063137857.2705,-0.5712717653097451
010420.KS,"Hansol PNS Co.,Ltd.",South Korea,KRW,N/A,N/A,24960473088,"[24960473088, 29304990000.0, 39756420000.0, 44162415000.0]","[1218.0, 1430.0, 1940.0, 2155.0]","[0.0, 0.0, 0.0, 0.0]","[94966073000.0, 98702819390.0, 73580387560.0, 89360304100.0]","[29886476080.0, 36241692950.0, 36130285740.0, 17766092180.0]","[78866174840.0, 83843135370.0, 59666914830.0, 63470511320.0]","[-3968444930.0, 1887354100.0, 3466660580.0, 2951895320.0]","[NaN, 0.039496561266272885, 0.07423388665100933, 0.07133082494716096]",,
014130.KS,"Hanexpress.Co., Ltd",South Korea,KRW,N/A,N/A,55341998080,"[55341998080, 72216000000.0, 66788000000.0, 76700000000.0]","[4690.0, 6120.0, 5660.0, 6500.0]","[0.0, 0.0, 0.0, 0.0]","[126642802400.0, 143504295660.0, 138589382050.0, 108136528160.0]","[300887715620.0, 264442670640.0, 236185457450.0, 193551441120.0]","[342926253260.0, 302592347580.0, 301259496380.0, 233096247590.0]","[-16295319000.0, 6958776000.0, 2877407860.0, -1999629900.0]","[NaN, 0.05444955062392119, 0.02809742607653047, NaN]",,
195870.KS,"HAESUNG DS Co., Ltd.",South Korea,KRW,N/A,N/A,836399988736,"[836399988736, 850000000000.0, 1162800000000.0, 549100000000.0]","[49200.0, 50000.0, 68400.0, 32300.0]","[0.0, 0.0, 0.0, 0.0]","[343852744810.0, 371321312770.0, 255955422440.0, 174031616370.0]","[344874574910.0, 288292508770.0, 218992410860.0, 209180359990.0]","[173676950600.0, 212318527500.0, 180632904760.0, 151373191560.0]","[84426426250.0, 159399505530.0, 71261704520.0, 29989719980.0]","[0.14917132704472846, 0.31022359016986134, 0.1939177574744379, 0.09833776966222406]",2743735862590.6875,3.280411166357292
006060.KS,"HWASEUNG Industries Co.,Ltd.",South Korea,KRW,N/A,N/A,203098898432,"[203098898432, 189211792000.0, 277742080000.0, 381399392000.0]","[4095.0, 3815.0, 5600.0, 7690.0]","[0.0, 0.0, 0.0, 0.0]","[747616933370.0, 874903842640.0, 820293693260.0, 764632560940.0]","[905660116190.0, 904585646320.0, 816757412040.0, 668849732640.0]","[1039627990940.0, 1119839945880.0, 1002373142590.0, 806233973210.0]","[-24986042250.0, 856254680.0, -2094130160.0, 37346164080.0]","[NaN, 0.0001776891634096473, -0.00903860895634901, 0.07223623771429227]",,
036540.KS,SFA Semicon Co Ltd,N/A,N/A,N/A,N/A,,"[NaN, NaN, NaN, NaN]","[5830.0, 5760.0, 7060.0, 7240.0]","[0.0, 0.0, 0.0, 0.0]","[182721303410.0, 271876331540.0, 249648865530.0, 174865843050.0]","[427188763180.0, 402998010180.0, 399746470980.0, 411679029700.0]","[139749351900.0, 190956704120.0, 223536653540.0, 231720075980.0]","[-12714471140.0, 42897894040.0, 52802853290.0, 16347154650.0]","[NaN, 0.08810909691094389, 0.11729499448662965, 0.05212461586317677]",,
006050.KS,Kuk Young G&M,N/A,N/A,N/A,N/A,,"[NaN, NaN, NaN, NaN]","[1177.0, 1422.0, 1695.0, 2715.0]","[0.0, 0.0, 0.0, 0.0]","[38143037390.0, 31430425710.0, 29757997940.0, 32356988510.0]","[34069604970.0, 34722912800.0, 36519053130.0, 37670771400.0]","[23424542570.0, 18143584890.0, 20124923310.0, 19015196490.0]","[778346160.0, 1857625860.0, -4860435650.0, -1305458850.0]","[0.01585260314707041, 0.0365072166304473, NaN, NaN]",,
066670.KS,Display Tech Co Ltd,N/A,N/A,N/A,N/A,,"[NaN, NaN, NaN, NaN]","[4850.0, 8110.0, 7840.0, 4690.0]","[0.0, 0.0, 0.0, 0.0]","[78217626450.0, 99114093020.0, 125667358050.0, 69342603410.0]","[87752684980.0, 74701788110.0, 72876474440.0, 100860575000.0]","[5201266970.0, 15493707550.0, 45797298650.0, 18735287680.0]","[3652036380.0, 6833405890.0, 5445891000.0, 3838396120.0]","[0.022722026217128082, 0.04313118453975917, 0.03549020300815293, 0.025521197258508245]",,
054540.KS,Samyoung M-Tek Co Ltd,N/A,N/A,N/A,N/A,,"[NaN, NaN, NaN, NaN]","[4350.0, 4070.0, 5120.0, 5340.0]","[0.0, 0.0, 0.0, 0.0]","[67455225940.0, 61900876880.0, 66115275940.0, 58272996530.0]","[44126108540.0, 39400742090.0, 44266748840.0, 53334908070.0]","[43217179660.0, 37873184470.0, 37348556270.0, 33204762230.0]","[6031129680.0, -8233702190.0, -6779594360.0, 7023580890.0]","[0.07876263662804295, NaN, NaN, 0.07492882634385073]",,
000250.KS,Samchundang Pharm Co Ltd,N/A,N/A,N/A,N/A,,"[NaN, NaN, NaN, NaN]","[115500.0, 65100.0, 43650.0, 56600.0]","[0.0, 0.0, 0.0, 0.0]","[163905937630.0, 157749140150.0, 168919766040.0, 166527650540.0]","[244115884370.0, 215043910000.0, 175027902140.0, 150551215280.0]","[109561750070.0, 127151386510.0, 93647148960.0, 59382900120.0]","[-10382721090.0, 5837527760.0, -16555159160.0, -965677310.0]","[NaN, 0.04746933541910339, NaN, 0.037306774742988054]",,
178320.KS,Seojin System Co Ltd,N/A,N/A,N/A,N/A,,"[NaN, NaN, NaN, NaN]","[25800.0, 16430.0, 18050.0, 19950.0]","[0.0, 0.0, 0.0, 0.0]","[780088738370.0, 728789631070.0, 530955257900.0, 281568714380.0]","[740027618110.0, 656024217920.0, 519054191370.0, 410483756710.0]","[1022021038730.0, 845244135390.0, 689826248780.0, 450148491500.0]","[-22560751460.0, 1611190840.0, 38608634000.0, -5507345000.0]","[-0.3338424277961647, 0.03274655129518763, 0.07235672236399822, NaN]",,
039830.KS,Aurora World Corp,N/A,N/A,N/A,N/A,,"[NaN, NaN, NaN, NaN]","[6810.0, 7890.0, 9120.0, 10550.0]","[0.0, 0.0, 0.0, 0.0]","[159239349640.0, 168608234340.0, 118317346390.0, 87942897090.0]","[363713942100.0, 295356429250.0, 272480573420.0, 186365135770.0]","[383187688990.0, 329479439500.0, 262907484810.0, 164250733790.0]","[7113323590.0, 7336711280.0, 9484408500.0, 8012914130.0]","[0.03512763388481078, 0.03436530917740736, 0.03655919378735516, 0.040687891997800825]",,
323280.KS,Shinyoung HappyTomorrow No.5 Special Purpose Acquisition Company,N/A,N/A,N/A,N/A,,"[NaN, NaN, NaN, NaN]","[5460.0, 1950.0, 3020.0, 2160.0]","[NaN, NaN, NaN, NaN]","[31141529830.0, 33019541680.0, 28890584790.0, 1090798510.0]","[25834263410.0, 22814602190.0, 20888815930.0, 6871817700.0]","[26085358550.0, 23440639570.0, 28794607220.0, 1035290370.0]","[-1416589000.0, -457379000.0, 9250508000.0, -12073550.0]","[NaN, -0.01828750745133525, 0.33879077940580593, -0.0026296600767650247]",,
027410.KS,"BGF Co., Ltd.",South Korea,KRW,N/A,N/A,353644019712.0,"[353644019712, 398148608000.0, 491943232000.0, 638377696000.0]","[3695.0, 4160.0, 5140.0, 6670.0]","[0.0, 0.0, 0.0, 0.0]","[430684911640.0, 422786609370.0, 468763642000.0, 462774741850.0]","[1740581541470.0, 1515227361530.0, 1512858397240.0, 1195429619890.0]","[270623116660.0, 201490551510.0, 248858644100.0, 121105273380.0]","[77812368290.0, 23614515500.0, 65537951440.0, 27242581200.0]","[0.043077895976587156, 0.029081856637258503, 0.024712255878820456, 0.007878569577056913]",587678012134.8127,1.6617784534103106
012030.KS,DB Inc.,South Korea,KRW,N/A,N/A,264577941504.0,"[264577941504, 343664783392.0, 185300077760.0, 183962860704.0]","[1385.0, 1799.0, 970.0, 963.0]","[0.0, 0.0, 0.0, 0.0]","[315718515090.0, 114707456220.0, 84468030480.0, 88595762920.0]","[563666326850.0, 299609928540.0, 517530888860.0, 383895728150.0]","[484173981390.0, 129333891160.0, 164214796550.0, 158786944340.0]","[20275745380.0, 5713047700.0, 21705064300.0, 6271086200.0]","[0.04068387869743817, 0.024113599713660564, 0.05168193041012409, 0.024469734846332813]",-60926707648.76489,-4.342560950925821
155660.KS,DSR Corp,South Korea,KRW,N/A,N/A,68960002048.0,"[68960002048, 80960000000.0, 104800000000.0, 108480000000.0]","[4310.0, 5060.0, 6550.0, 6780.0]","[0.0, 0.0, 0.0, 0.0]","[155280080120.0, 176061391450.0, 185737507100.0, 134827677190.0]","[188200935120.0, 188648995410.0, 116861124320.0, 118109770190.0]","[125278828280.0, 162383840470.0, 124579417800.0, 89984972820.0]","[17485668960.0, 24025540390.0, 12289655060.0, 8928737860.0]","[0.07031057552619235, 0.08614978163707092, 0.05326111402302063, 0.04395135812003788]",173177254036.80334,2.511271010639796
069730.KS,DSR Wire Corp,South Korea,KRW,N/A,N/A,60480000000.0,"[60480000000, 72864000000.0, 87552000000.0, 85104000000.0]","[4200.0, 5060.0, 6080.0, 5910.0]","[0.0, 0.0, 0.0, 0.0]","[111012055320.0, 127187045610.0, 122540527160.0, 86633728790.0]","[151976051580.0, 132211111300.0, 119170212230.0, 119619086950.0]","[67790249190.0, 76302600310.0, 87876177140.0, 59997585300.0]","[12943787870.0, 28926447510.0, 7620490220.0, 5279450700.0]","[0.0643557421537548, 0.13271993769820228, 0.03896767407881778, 0.03210784966778819]",170949404488.8201,2.8265443863892212
001250.KS,GS Global Corp.,South Korea,KRW,N/A,N/A,202938187776.0,"[202938187776, 276358920000.0, 313894236000.0, 221087136000.0]","[2460.0, 3350.0, 3805.0, 2680.0]","[0.0, 0.0, 0.0, 0.0]","[967517157940.0, 1006878372300.0, 1038726911530.0, 560816379030.0]","[433581222420.0, 412534586140.0, 403954909370.0, 396005321000.0]","[953110256830.0, 1012698524730.0, 1100168067120.0, 657805876100.0]","[27765140850.0, 70202463780.0, 23321678870.0, -80353895650.0]","[0.04555629433479623, 0.09269875890116364, 0.03172499581452965, NaN]",223273090402.64624,1.10020244513611
234080.KS,JW Lifescience Corporation,South Korea,KRW,N/A,N/A,195260809216.0,"[195260809216, 194022038000.0, 212139020000.0, 280271260000.0]","[12610.0, 12530.0, 13700.0, 18100.0]","[0.0, 0.0, 0.0, 0.0]","[107833591530.0, 105008263190.0, 64430233080.0, 56496054590.0]","[148002801490.0, 147933854880.0, 155036376230.0, 157905961110.0]","[96443271380.0, 112609682930.0, 87974591250.0, 81908138580.0]","[28143966400.0, 14961266840.0, 12913619140.0, 17300052450.0]","[0.14781318573325924, 0.08288745606494545, 0.07772432847514221, 0.11423227707847898]",334664797099.57794,1.7139373663527506
096760.KS,JW Holdings Corporation,South Korea,KRW,N/A,N/A,216406425600.0,"[216406425600, 239790425818.01562, 273040101985.875, 306152675398.3906]","[2995.0, 3318.62744140625, 3778.79296875, 4237.06103515625]","[0.0, 0.0, 0.0, 0.0]","[495176779270.0, 509210359260.0, 444986960460.0, 461252705630.0]","[681089648650.0, 648369348220.0, 620792514580.0, 652321143370.0]","[827511707970.0, 824316934490.0, 760956330500.0, 789222442960.0]","[19026282330.0, 22152012170.0, -2778279850.0, 9063718970.0]","[0.07656988532556509, 0.09691587844571782, 0.012941739993152604, 0.011373895355521257]",-163797979582.72144,-1.3211788457421734
001940.KS,KISCO Holdings Corp.,South Korea,KRW,N/A,N/A,270902771712.0,"[270902771712, 252337410000.0, 219121825000.0, 239329025000.0]","[21450.0, 19980.0, 17350.0, 18950.0]","[0.0, 0.0, 0.0, 0.0]","[1376387642210.0, 1302395915790.0, 1258447518830.0, 1136285642350.0]","[426129562360.0, 443436332130.0, 429645570190.0, 428304164220.0]","[203567062700.0, 242025489450.0, 267377534330.0, 229774076090.0]","[91030869190.0, 84105729520.0, 113726763350.0, 34525325680.0]","[0.11520245673643936, 0.12242589537377135, 0.18614055008410513, 0.04396415565678491]",2251373460002.8047,8.310632799269648
229640.KS,LS Eco Energy Ltd.,South Korea,KRW,N/A,N/A,1296504848384.0,"[1296504848384, 210776820000.0, 235038900000.0, 241710972000.0]","[42750.0, 6950.0, 7750.0, 7970.0]","[0.0, 0.0, 0.0, 0.0]","[308177177440.0, 404088248820.0, 381267704160.0, 306208568850.0]","[100247432270.0, 102644529210.0, 113987696270.0, 110349850260.0]","[252818004680.0, 348670310360.0, 322872794660.0, 267665701080.0]","[4129886410.0, -1916058700.0, 14683203900.0, 7325364700.0]","[0.0356731525368913, NaN, 0.06114073239777299, 0.04436591178008181]",,
108320.KS,"LX Semicon Co., Ltd.",South Korea,KRW,N/A,N/A,1166150336512.0,"[1166150336512, 1782567280000.0, 2132249730000.0, 1668717180000.0]","[71700.0, 109600.0, 131100.0, 102600.0]","[0.0, 0.0, 0.0, 0.0]","[902885508050.0, 1009649198820.0, 1031063337500.0, 629332380330.0]","[302179436680.0, 279969343300.0, 141467644410.0, 121269958550.0]","[228301207500.0, 339257893370.0, 372198273670.0, 218317834580.0]","[101203533000.0, 233692540400.0, 296424020560.0, 72528910560.0]","[0.10397890860294078, 0.24624712997466264, 0.37054561883892934, 0.13658349871451203]",2633723081632.8066,2.258476458112916
023150.KS,"MH Ethanol Co.,Ltd.",South Korea,KRW,N/A,N/A,40287801344.0,"[40287801344, 49725169200.0, 68014138500.0, 65410726500.0]","[6190.0, 7640.0, 10450.0, 10050.0]","[0.0, 0.0, 0.0, 0.0]","[59884863540.0, 52735464680.0, 52073620400.0, 37728511470.0]","[385346698970.0, 394704939700.0, 399387131400.0, 411950854080.0]","[346161545190.0, 352042676900.0, 366757413220.0, 369253870700.0]","[4670188480.0, 4985209820.0, 5910724310.0, 6825562290.0]","[0.049221887361831446, 0.09361916786521711, 0.06443196116308683, 0.046963285385868185]",-250383894346.57703,-0.16090412464083784
034310.KS,"NICE Holdings Co., Ltd.",South Korea,KRW,N/A,N/A,420472356864.0,"[420472356864, 444245908000.0, 564178110000.0, 654659505000.0]","[11850.0, 12520.0, 15900.0, 18450.0]","[0.0, 0.0, 0.0, 0.0]","[1985262707130.0, 1846042760060.0, 1697126345490.0, 1545261329290.0]","[1498860578420.0, 1532520761150.0, 1386656834590.0, 1185093923530.0]","[2166601589780.0, 2058288743560.0, 1763338211900.0, 1480757599000.0]","[3882309080.0, 36727373520.0, 58164226680.0, 16908329910.0]","[0.027371215410815226, 0.0573251131483193, 0.08098124848958137, 0.048543849121768935]",-158677243756.85742,-2.6498592167903645
178920.KS,"PI Advanced Materials Co., Ltd.",South Korea,KRW,N/A,N/A,795826716672,"[795826716672, 972024530000.0, 1433075440000.0, 1302395405000.0]","[27100.0, 33100.0, 48800.0, 44350.0]","[0.0, 0.0, 0.0, 0.0]","[128135489290.0, 131677920750.0, 196376308240.0, 144032299090.0]","[389810420600.0, 367318694960.0, 276583313510.0, 259999159800.0]","[203026975010.0, 157543399190.0, 147070685800.0, 121144769540.0]","[-1795675810.0, 45710485550.0, 64000019260.0, 41723872020.0]","[NaN, 0.10573090379570935, 0.16849937627988465, 0.12465691269967459]",,
034120.KS,Seoul Broadcasting System,South Korea,KRW,N/A,N/A,386734129152,"[386734129152, 600040740000.0, 919073220000.0, 775323120000.0]","[20850.0, 32350.0, 49550.0, 41800.0]","[0.0, 0.0, 0.0, 0.0]","[733255899280.0, 782158059290.0, 912734274680.0, 658236081860.0]","[613142552340.0, 625730637360.0, 549415433470.0, 510854068860.0]","[465277013390.0, 534612151990.0, 740552349470.0, 597980909980.0]","[46313064910.0, 152536144390.0, 136082962620.0, -63134912780.0]","[0.04844174102321019, 0.13239081050314658, 0.14865934696709532, NaN]",692305159593.4302,1.790132050438533
005090.KS,"SGC Energy Co.,Ltd.",South Korea,KRW,N/A,N/A,392596193280,"[392596193280, 401960880000.0, 683621640000.0, 605102400000.0]","[27250.0, 27900.0, 47450.0, 42000.0]","[0.0, 0.0, 0.0, 0.0]","[1200550195520.0, 1311038342010.0, 829788527230.0, 979491902600.0]","[1766960438430.0, 1743323834470.0, 1761761303320.0, 1695900921390.0]","[2098714440140.0, 2187874937870.0, 1852133114200.0, 1997593169850.0]","[42126331310.0, 112805836260.0, 59916038010.0, 31717046040.0]","[0.027558406401252705, 0.09093536155110353, 0.06693320042889762, 0.01953809538021586]",-609363214225.8904,-0.644272880467092
004060.KS,SG Corporation,South Korea,KRW,N/A,N/A,80305905664,"[80305905664, 104755474784.0, 138945117408.0, 145902312128.0]","[404.0, 527.0, 699.0, 734.0]","[NaN, NaN, NaN, NaN]","[94253417810.0, 99506111910.0, 124497612240.0, 139288372680.0]","[209281148950.0, 204309558240.0, 183915291160.0, 127907253330.0]","[60692455920.0, 58390585790.0, 64147888830.0, 70956780520.0]","[-1027344830.0, 1774226200.0, 46959184630.0, -10351536370.0]","[-0.005523002124831423, 0.008449926548491873, 0.16758713373495232, NaN]",29541753931.98459,0.36786527326629404
001770.KS,"Shin Hwa Dynamics Co.,Ltd.",South Korea,KRW,N/A,N/A,21649162240,"[21649162240, 36446400000.0, 37600536000.0, 36750120000.0]","[17820.0, 30000.0, 30950.0, 30250.0]","[0.0, 0.0, 0.0, 0.0]","[59304477350.0, 62969604390.0, 46687247100.0, 41573034080.0]","[25461680770.0, 25322368080.0, 24349174090.0, 22627462030.0]","[33500820710.0, 36836001990.0, 30435746880.0, 29596284970.0]","[110299960.0, 10819013570.0, 5792585280.0, 489045220.0]","[0.004670571240373284, 0.17141584924461511, 0.11067247046758269, 0.015677837520581526]",26792460003.186172,1.237574909650923
009160.KS,SIMPAC Inc.,South Korea,KRW,N/A,N/A,228474601472,"[228474601472, 312049625000.0, 418417845000.0, 219791475000.0]","[4210.0, 5750.0, 7710.0, 4050.0]","[0.0, 0.0, 0.0, 0.0]","[643820010950.0, 576766847970.0, 542192190440.0, 353237848510.0]","[414093458580.0, 388331590880.0, 361037402620.0, 384039843810.0]","[475335057770.0, 365415682260.0, 356567304430.0, 273291527080.0]","[-6463853630.0, 76137343950.0, 90832862620.0, 34139483970.0]","[NaN, 0.09607187644887702, 0.12933315116200217, 0.06019435640155077]",,
064960.KS,"SNT Motiv Co., Ltd.",South Korea,KRW,N/A,N/A,603378352128,"[603378352128, 662684780000.0, 585328580000.0, 787743970000.0]","[46800.0, 51400.0, 45400.0, 61100.0]","[0.0, 0.0, 0.0, 0.0]","[799291404200.0, 754907952070.0, 666284030090.0, 643925147260.0]","[411889865130.0, 470578737700.0, 483512329040.0, 449002699130.0]","[267853621420.0, 346460014010.0, 292219245100.0, 332203456610.0]","[86980060240.0, 87508434250.0, 80118858400.0, 54441083290.0]","[0.09221536909504514, 0.09956465227579767, 0.09347616085612108, 0.07160853332193401]",1369280569429.4753,2.269356473596185
005610.KS,"SPC Samlip Co., Ltd.",South Korea,KRW,N/A,N/A,474155384832,"[474155384832, 624912462000.0, 634638726000.0, 689754222000.0]","[58500.0, 77100.0, 78300.0, 85100.0]","[0.0, 0.0, 0.0, 0.0]","[585928490670.0, 539519447900.0, 445121394140.0, 364256020880.0]","[707803813860.0, 755880137700.0, 777861716940.0, 817615524550.0]","[874719614690.0, 906290707170.0, 887952393320.0, 878876229340.0]","[50228506690.0, 53236837910.0, 40445485700.0, -12456905390.0]","[0.094981567523001, 0.09655521169563835, 0.08603637647618165, -0.08739331218550056]",194502531463.4895,0.4102084204577884
011420.KS,"Galaxia SM, Inc.",South Korea,KRW,N/A,N/A,66394537984,"[66394537984, 62262096000.0, 60471372000.0, 66945528000.0]","[2410.0, 2260.0, 2195.0, 2430.0]","[NaN, NaN, NaN, NaN]","[26253327490.0, 13797756960.0, 16287773940.0, 14289659540.0]","[63789918520.0, 44065254560.0, 24612939450.0, 14265025610.0]","[15296043080.0, 24529479890.0, 7850471270.0, 7835257470.0]","[2674240330.0, 4613111470.0, 3681735220.0, 983908620.0]","[0.03834682303675511, 0.09712958151299514, 0.1142448427465792, 0.05033951631096016]",30814639291.620857,0.4641140706340435
267290.KS,"Kyungdong City Gas Co., Ltd",South Korea,KRW,N/A,N/A,115511328768,"[115511328768, 126055202000.0, 146082664000.0, 137247019000.0]","[19610.0, 21400.0, 24800.0, 23300.0]","[0.0, 0.0, 0.0, 0.0]","[570455477360.0, 690019275260.0, 530447175590.0, 328492278970.0]","[380873641000.0, 377595757760.0, 374044590190.0, 371165885870.0]","[530531232200.0, 672626336230.0, 529075278960.0, 342980473920.0]","[30606317070.0, 24182860660.0, 22123762450.0, 18991370550.0]","[0.0734890372672173, 0.06198868764582631, 0.05943531015546193, 0.05409000487255862]",267190377769.3286,2.313109723687536
009290.KS,"Kwang Dong Pharmaceutical Co., Ltd.",South Korea,KRW,N/A,N/A,270944862208,"[270944862208, 264131154000.0, 272948886000.0, 358721370000.0]","[6760.0, 6590.0, 6810.0, 8950.0]","[0.0, 0.0, 0.0, 0.0]","[665424399770.0, 605746753110.0, 587818346680.0, 584494494750.0]","[412641092090.0, 326277005750.0, 296026951350.0, 246148884080.0]","[490018414360.0, 384977525140.0, 356600480140.0, 328461745970.0]","[36965561780.0, 24173930550.0, 24019071240.0, 45369772620.0]","[0.0579063870575513, 0.04514636163263148, 0.04360622407535245, 0.08100489227209613]",410950047432.9286,1.5167294337452646
017900.KS,AUK Corp.,South Korea,KRW,N/A,N/A,115333103616,"[115333103616, 131197699000.0, 138500450000.0, 117095835000.0]","[2290.0, 2605.0, 2750.0, 2325.0]","[0.0, 0.0, 0.0, 0.0]","[126015835160.0, 124433720600.0, 121048234760.0, 118256101360.0]","[125164636950.0, 123421586090.0, 117913320660.0, 125113681320.0]","[19655544300.0, 20234706010.0, 28253535690.0, 42098516460.0]","[-959247550.0, 13833685280.0, 11045169290.0, -15892048930.0]","[NaN, 0.05779703432990824, 0.05003811671584444, NaN]",,
002720.KS,"Kukje Pharma Co., Ltd.",South Korea,KRW,N/A,N/A,97943625728,"[97943625728, 90816750000.0, 108793924310.30273, 126330610418.70117]","[4810.0, 4460.0, 5342.85693359375, 6204.08154296875]","[0.0, 0.0, 0.0, 0.0]","[55119200300.0, 48535452250.0, 48197308380.0, 49940201960.0]","[108140282900.0, 88057410540.0, 91585738290.0, 95685349930.0]","[78309909600.0, 62513602790.0, 71195237940.0, 75126688030.0]","[-8415187450.0, 3557333460.0, -1559131370.0, 2203001020.0]","[NaN, 0.04244170456717988, NaN, 0.0230050809689293]",,
011780.KS,"Kumho Petro Chemical Co.,Ltd",South Korea,KRW,N/A,N/A,3783851769856,"[3783851769856, 3096410520000.0, 3611314000000.0, 5183983000000.0]","[153500.0, 132900.0, 155000.0, 222500.0]","[0.0, 0.0, 0.0, 0.0]","[2571407562510.0, 2739034139040.0, 3445210514440.0, 1705481685850.0]","[5408287071170.0, 4978368933410.0, 4670464292470.0, 3321800531210.0]","[2145675091380.0, 2038142032970.0, 3032766421560.0, 1878048584070.0]","[446820153020.0, 1019861901800.0, 1965465321920.0, 582899085060.0]","[0.07157441958831891, 0.16304383042157505, 0.3296555880399461, 0.14526277423911305]",5648964970051.159,1.4929139177844006
073240.KS,"Kumho Tire Co., Inc.",South Korea,KRW,N/A,N/A,2114233565184,"[2114233565184, 1419064400000.0, 1225163900000.0, 1334322700000.0]","[7360.0, 4940.0, 4265.0, 4645.0]","[0.0, 0.0, 0.0, 0.0]","[2002202864690.0, 1778414449840.0, 1566894954000.0, 1170397499080.0]","[2828778392690.0, 2916570953630.0, 2775311031500.0, 2675804435150.0]","[3431924258790.0, 3450429792200.0, 3060638117110.0, 2678607274210.0]","[157773889750.0, -78974358680.0, -71147601180.0, -82939299960.0]","[0.08747736737171409, NaN, NaN, NaN]",,
092790.KS,"NEXTEEL Co., Ltd.",South Korea,KRW,N/A,N/A,205155778560,"[205155778560, NaN, NaN, NaN]","[7890.0, NaN, NaN, NaN]","[NaN, NaN, NaN, NaN]","[314008530260.0, 287366485550.0, 196143628510.0, NaN]","[328472077820.0, 300645831470.0, 220428769810.0, NaN]","[197535613790.0, 302747491630.0, 315069585330.0, NaN]","[129580237650.0, 144193113550.0, -1128019540.0, NaN]","[0.2605880280720656, 0.4166620493113829, NaN, NaN]",9346465706975.25,45.5578964072015
